created_at,text
2025-05-20 23:55:49,"흔들리는 통신판
SKT 유심 해킹 후폭풍…점유율 균형 맞춰지면 요금 인하 및 서비스 혜택 커질 전망"
2025-05-20 23:39:06,유심 바꿨다고 교통카드 안돼서 당황했네 ㅋ
2025-05-20 23:29:12,유심 바꿨더니 삼페 다 사라져있어서 지하철 못탈뻔했네 확인한다는걸 까먹고있었다
2025-05-20 23:26:43,오늘 유심교체하러 갈건데 자동차운전면허증도 되나... 신분증 대신
2025-05-20 23:14:16,누가 누굴 지지하는지 어떻게 아는걸까요?? 그럼 유심... 의심해 봐야하나요?? 진심으로??
2025-05-20 23:12:13,드디어 유심교체 문자 와따!!!!!
2025-05-20 23:02:47,"유심 바꾼건 좋은데 ㅋㅋㅋ
뭐가 초기화 된건지 몰라서 자꾸 버벅이네
어제는 삼성페이 결제
오늘은 후불 교통카드"
2025-05-20 22:52:29,"""SKT 해킹 뉴스 소감""

SKT 유심칩 문제 터졌을 때 난 거기 가입자가 아니라 강 건너 불구경하듯해 자세한 내용은 모른다. 서버마다 악성 코드가 한두 개 심은 것도 심각한데 열 몇개가 동시에 발견됐단 뉴스를 보고 데자뷰처럼 IT 업계 흔한 사례가 떠올라서..."
2025-05-20 22:20:57,유심 그냥 바꿨더니 교통카드 금액이 날아갔구뇽...
2025-05-20 22:05:53,해커는 2022년 6월 시스템 침투 후 그동안 별다른 징후 없이 숨어있다가 지난달 9GB가 넘는 대량의 유심 관련 정보를 외부 유출하면서 베일을 드러냈다.
2025-05-20 21:51:16,"[한국경제]’유심 해킹’ SKT에 소비자 9213명 집단소송…”예견된 인재”
더보기 >>"
2025-05-20 21:45:40,st 유심 털린것과 관련?
2025-05-20 21:35:05,"SKT 감염서버, 암호화 안된 개인정보 담겨… “총체적 보안 부실”

3년간 악성코드 침투한 줄도 몰라… 해킹 안 뒤엔 가입자에 ‘늑장통보’
유심 재고 확보도 안해 ‘교체대란’… 정부도 피해 과소 예상, 신뢰 잃어
이재명 “SKT, 충분한 대응 조치해야”"
2025-05-20 20:38:44,"유심 바꿔준다고 오라는데 
만사 귀찮아져버린 느낌. 
이제 와서 유심바꾼다고 될까 싶고. 
니들이 나한테 방문와서 교체해라 바쁘니깐"
2025-05-20 20:08:13,"내년 초에는 헌터 에디션2, 유심보호 강화한 스마트폰이 출시 예정입니다~ 유심 꽂는 부분을 던전 부산물로 제작!"
2025-05-20 17:58:04,"할 일
 유심칩 교체
 도안완성+공장 컨택
 메인 밀고 울기
 낮잠 쿨쿨따하기"
2025-05-20 17:41:28,유심교체 연락 드디어 왔어
2025-05-20 17:25:17,"그 날짜의 새벽 3시에 유심 해킹이 일어났습니다. 3년 전, 제가 목포에 거주했을 때, 제 인터넷에 너무 심한 해킹으로, 도저히 인터넷을 쓸 수가 없어서, 인터넷을 해지해야 했을 때에. ."
2025-05-20 17:24:01,"의외로... skt해킹으로 이득본것

더이상 스팸문자가 안옴
복제 유심칩 거기로 가나봄...ㅋ"
2025-05-20 17:12:41,"근데.. skt가 최근 유심이슈가 있자나
..?  그래서 유심 신청도 새로 했었거든? 

이분께서 오래 이용해주셨고 
앞으로도 함께 하기 뭐시기 하면서 갤럭시 25를 보내주겠다는거야 유심이랑 같이...  
나는 이때까지..정말 믿었음 ㅠㅠ 
색상 선택이랑... 자택 및 회사 어디로 받을거냐도 물어보길래"
2025-05-20 17:11:36,"오늘 하루의 ㄴㄱㅂ썰
당근할거잇어서당근햇는데
지금 유심 뻑가서 데이터가 됐다가 안 됐다가 하는데
당근페이로보낼라는데또데이터가안되는거임
그래서거래자한테핫스팟켜달라고해서송금함 ㅆㅂ"
2025-05-20 17:10:02,아니 낮 니짜 집 밀리면 울건데 미친 에스케이티가 대형사고 쳐서 유심칩 발급을 못받고 있어서 인증을 할수가 없음 진짜 나한테 왜이래
2025-05-20 17:04:26,"우리측. .skt 유심 해킹이 ""중국 정부의 지원을 받는 중국 해커팀에 의해 저질러 졌다는게 밝혀졌습니다."
2025-05-20 17:01:20,6시 반에 일어나서 씻고 아점으로 먹을 리조또 해놓고 서류 발급이랑 사진 백업하고 9시에 주민센터 가서 지방세세목과세증명서 전국 꺼 떼오고 10시 땡하면 유심 바꾸러 가야지 갔다와서 리조또 먹고 그러고 12시에 출근하면 되겠다
2025-05-20 16:53:31,"원래 핸드폰이랑 인터넷 둘 다 skt 쓰다가 이번에 바꿈.. 원래도 바꿀 타이밍이라 알아보고 있었는데 해킹은 당했다지, 유심은 기다려야 된다지.. 열받아서 걍 통신사랑 폰까지 다 바꿔버림. 사실 해킹에 대해선 크게 걱정은 안됐고 괘씸하다에 가까웠는데 바꾸고 나서 나온 뉴스보니.........."
2025-05-20 16:48:20,"근데 LG U+도 똑같이 유심 털린 적 있는거 아님?
자세히 아시는 분 알려주세요"
2025-05-20 16:39:45,이미 유심정보 탈탈 털린 skt고객인시점에서 의미가있는소리인지모르겠지만
2025-05-20 16:30:05,"2. 그 외 여행 준비 

1) 여행자보험은 꼭 들자. 여행자보험은 곧 토템이다.
2) LCC를 탄다면 라운지를 제공하는 카드사 혜택을 찾아보고 밥을 해결하는걸 추천!
3) 빠른 일본 입국을 위해 [비짓 웹 재팬] 미리 작성하기!
4) 유심 혹은 이심 준비! 필자는 하루 당 데이터 5GB 짜리로 가입했다."
2025-05-20 16:27:49,유심
2025-05-20 16:21:27,"핸드폰새로산지한달좀넘엇는데 언제털린건데이거
그 전이면 유심만바꾸면될거같은데"
2025-05-20 16:08:21,드디어 실수하는거 찾음.....50:20초를 다들 유심하게 봐주시길바랍니다 ........................보니까 너무 내려간다
2025-05-20 16:06:41,"Skt는 유심도 안주고 전화연결도 잘 안해주나봐^^
지금 5번 걸었는데 다 안돼... 흐규ㅠㅠㅠㅠ"
2025-05-20 16:06:22,유심 신청해도 오지도 않고 바꾼다고해도 통신사놈들이 지들이 자꾸 털어가는데 바꾼다고 의미가 있을까라는 생각이라 민증이든 통신사든 유심이든 이제 그냥 내비두는 중.
2025-05-20 16:02:55,"SKT 유심 서버 해킹. 
역시나 짱깨가 벌인 일.
이재명, 니는 아직도 쎼쎼만 외칠거냐?"
2025-05-20 16:02:43,내일 집밖에 나간김에 유심바꾸고 덩생이 시킨 올영 클렌징오일사오고 의사쌤 예약햐서 약받아와야지
2025-05-20 15:50:31,자증난다 진자.. 그 고생하면서 온 가족 유심 다 바꿔놨더니..
2025-05-20 15:33:06,"오늘 일단 일찍 자야함
사유: 유심교체ㅎㅏ러 오라고 문자왔는데 이 개미친것들이 이것도 줄 서있더라고요????"
2025-05-20 15:16:05,"오늘 한 일
아침 일찍 일어났다가 행사 일정 변동 전달 못 받아서 유심 갈고 병원 가고 정책제안서 초안 작성하고 행사 참여하고 늦은 점심 먹고 집 가서 조금 퍼졌다가 정책제안서 교정교열하고 뜻밖의 소식에 자료 긁어모으고 문서 작성 얼추 끝내고 보니 이 시간

김백경 특: 오늘 연차였다"
2025-05-20 15:01:06,"오늘 검정티 입었다!!!
짱귀여유심"
2025-05-20 14:59:12,"오늘 유심교체했는데 윗버스앨범 그대로임

그래도 sk는..
ㅆ ㅓ글것들이 맞음 ㅡ..ㅡ"
2025-05-20 14:47:36,"주문한 핸드폰 오늘 왔고, 하루 종일 속썩이던 유심도 해결했다!!! 이제 전화된다!!! ㅜㅜㅜ"
2025-05-20 14:39:00,유심교환 신청해둔거 언제보내주는건지 이러다 일년뒤에 보내준다고 하겠음요
2025-05-20 14:20:03,"등가교환이 넘 가혹함....
성인이 되고나서 일본여행 간건 첨이라
진짜 신나게 놀았었는데

그 댓가로 한국유심칩이 없어짐.....
그래서 후딱 분실신고하고...
낼 아침에 신규발급 받으러 가야지....

하하하하하하"
2025-05-20 14:19:00,여행자 보험 들기.... 유심사기....
2025-05-20 14:15:02,님들은 히프스테 보고 싶으시다면 일본 가셨을 때 꼭 유심 해다가 티켓피아 가입해 두시길 바랍니다 ㅇㅋㅍㄷ 대행 이딴거 꿈도 꾸지 마시길 정말 싸가지 없었습니다 ㄱ-
2025-05-20 14:14:45,"SK텔레콤 유심 해킹 사태 이후 별의별 사기가 극성. 이 분 따님은 친구 이름의 카톡으로 연락와서 보이스피싱 사기를 크게 당하심.

친구 지인 카톡으로 연락와서 링크 클릭하는 거, 무슨 계정 만들고 가입하는 거 이런 내용으로 오면 무조건 의심해보고 클릭하지 말 것!"
