created_at,text
2025-05-07 23:58:39,"해커에 의해 내부 패스워드가 해킹됐다고 치자.
제일 먼저 뭘 해야 할까? -> 패스워드 리셋
하드웨어 유심의 정보를 리셋하면 될 거 같은데 어렵게 하네."
2025-05-07 23:51:56,"자기 아내 버리는데는 2조원이 아깝지 않으면서 2500만명의 권리에는 아까운가보네
솔직히 유심보호서비스도 못믿겠는데 그거 하나로 퉁치려고 하는 꼴이 너무 마음에 안듬
10년 넘게 가족 단위로 묶여있어서 못옮기는게 한이다 진짜"
2025-05-07 23:42:50,네..유심이랑 관련인지는 아직 잘 모르겠는데...일단...진짜 당황스러워요
2025-05-07 23:39:54,"""유심 해킹에도 휴대폰 본인확인 점유율 96%…인증 다양화해야"" #뉴스1"
2025-05-07 23:21:17,달러 결제됐다고 알람와서 으어????하고 봣더니 트포 펀딩한거였음 뭐 해킹인줄알고 식겁했네 유심언제바꿔ㅆㅃ 걍 통신사 옮길까
2025-05-07 23:14:40,"SKT ""암호화 안하는게 표준""이라던 유심정보…KT·LGU+는?"
2025-05-07 23:11:05,"SKT ""암호화 안하는게 표준""이라던 유심정보…KT·LGU+는?"
2025-05-07 23:09:17,나는 아무리 생각해도 내란과 SKT유심사태가 연관되어 있을 것 같은 느낌을 지울 수가 없음
2025-05-07 22:43:45,"SKT 버리고 번호이동 하고 싶어도 LG U+나 KT에 유심 재고 얼마나 있다고

그리고 사용 요금도 큰 혜택 없는 것 같고"
2025-05-07 22:21:35,아니 유심 진짜 왜 안 되는데
2025-05-07 22:13:09,유심 픽업하보 올라와서 크리스피크림처머거야겟다   아침 먹보오긴햇는데 배고프고 나  소라빵ㄴㅗㅎ고왓고
2025-05-07 22:08:43,문자를 유심에 저장할수잇나요 - Samsung Members
2025-05-07 22:07:35,⁦⁩ 구형폰 유심은 비용 일부 '고객부담' | JTBC 뉴스
2025-05-07 21:52:22,오래전이긴하지만 전 해외에 있으면서 알뜰폰 유심만 신청하고 본가로 보내놓고서 나중에 받아서 기기에 끼니까 문제 없던데.. 대신 시간이 많이 걸려요몇 년 전에도 다른 통신사에서 지인이 편의점 esim 대신 사서 번호 알려주고 그걸로 온라인으로 가입 했었어요. 모쪼록 잘 해결하시길
2025-05-07 21:48:30,제가 이탈리아에 왔다는 소식인데요...유심이 먹통이라 지금 개열받았음....
2025-05-07 21:42:38,"유출된 유심으로 핸드폰을 새로 복제했다고 가정하더라라도, 핸드폰이 바뀌면 금융거래를 하기 위해서는 신분증, 거래 패스워스 설정, 인증서 등을 다시 설정해야 해야 합니다.  따라서 금융사고로 이어질 가능성은 없습니다. 너무 쉽게 속고 선동하는 것 같습니다."
2025-05-07 21:42:33,그래도 이분들은 유심털려도 별 걱정없으니 너무들 슬퍼하진 말아요.
2025-05-07 21:32:09,유심 구입 비용에 대한 별도 증빙은 필요 없다고 함.
2025-05-07 21:32:09,"세븐모바일 유심 교체 신청 완료.
일찍 눈 떠진김에 홈페이지 채팅 상담 들어가니 대기 10명.
1시간 20분쯤 기다려서 채팅 시작.
근데 업무시간 외 채팅은 분신신고라고 함.
일단 유심 교체 신청 정보 받아서 낮에 처리해 준다고.
(전화번호, 이름, 생년월일, 유심 번호, 신분증 정보)"
2025-05-07 21:19:34,유심해킹때문에 로밍도못하고! 와이파이도시락 들고다녀야하는게 너무 슬프다
2025-05-07 21:00:18,"그래도 걍 유심보호 가입햇으면 ㄱㅊ구나
걱정은덜엇어요...무서웟어너무무서웟어"
2025-05-07 20:19:43,"skt 유심 유출되고 연휴 지나니까 슬슬 오기 시작하네, 에휴

#skt #유심유출 #스팸"
2025-05-07 18:58:15,"게 웃는 얼굴을 보여주면서 네가 꺼낸 완전히 박살난 휴대폰을 본다..) 이거, 외출 신청서를 내고 수리하러 가야되는 거 아냐? 유심이라도 살리면.. 새로운 기계 안에 넣어서 쓸 수 있을 것 같은데..! (당황한 표정이다..) 어쩌다가, 휴대폰이 이렇게 다친거야..? 높은 곳에서 떨어졌나?(네 시선을"
2025-05-07 18:49:02,"""100% 무상 교체""라더니…구형폰 유심은 비용 일부 '고객부담'"
2025-05-07 16:53:55,"폰 바꿀 건데
이미 샀어
근데 아징 데이터 언 얾겻와
유심받고옮기고싶은데
skt 쉬벌럼들ㅋㅋ"
2025-05-07 16:42:24,어… 나 유심은 구형인데…
2025-05-07 16:32:19,일주일에 한번씩 핸드폰 재부팅 해주는데 유심 이슈 터지고 한번도 못함 ㄱ- 어떡하라고 나 재부팅해도 되냐고 유심은 바꿨는데
2025-05-07 15:59:35,유심;;
2025-05-07 15:08:55,"작동되는 공기계에 넣었는데
안 됩니다
이유가 뭔지 아세요? SKT 유심 난리 때문에 제가 부가 서비스에. 가입을 해 놔서 그렇다네요 십새들 덕에 일이 더 꼬이네"
2025-05-07 15:03:31,"[단독] ""100% 무상 교체""라더니…구형폰 유심은 비용 일부 '고객부담'

입력 2025.05.07 20:15"
2025-05-07 15:02:30,그니까ㅋㅋ 니가 고개숙인다고 내 유심이 교체됨?? 니가 고개숙인다고 내 통장에 돈이 들어옴?? 그것도 아니면서 내가 고개숙여줬으니까 이정도로 만족해라;; 이거임?? 태원아 니 허리도 정수리도 필요없으니까 대책을 내놓고 보상을 하세요
2025-05-07 15:01:14,"정보에 영양가가 없거나 아예 업데이트가 멈춘 채로 죽었으면 해킹당해도 돈이 안 돼서 버려진다니까? 딥웹에서 다 볼 수 있다니까?
내 유심에는 캐내갈 정보가 아예 없다고. 타인 개인정보 저장'도' 유심에 안 하거든.
구글 윤리를 믿지 못해서 심지어 휴대전화 기기에도 안 하는 판에 유심을 쓰겠냐?"
2025-05-07 14:58:55,유심분리기를 그딴식으로 활용하다가 독자 정신을 분리한 나쁜 외계인 누구죠
2025-05-07 14:53:21,"SKT 민폐 쩌네.

나는 깃허브 코드 복붙으로 (문자 그대로 복붙'만' 했음) 개인정보 보안을 땜질하던 당신네 회사에 내 개인정보를 공유하기 싫다니까 동의한 적도 없는 유심보호서비스에 강제 가입시킴?
모든 소액결제를 휴대전화로 때우는데 이 정보를 주는 것으로도 내 생활 습관 다 보여주는 건데?"
2025-05-07 14:36:48,아니요 저는 직업상 전화를 꼭 받아야해서 바꾼 유심으로 로밍서비스 신청해서 했습니다! 이심에 대해서는 잘 몰라서 도움이 되어드리지 못해 안타깝습니다ㅠ
2025-05-07 14:30:32,"왜 계약서 대로 안하냐?
위약금 면제 해라
유심도 언제 나올지 모른다고 하고 
폰도 못 끄겠다 지금. ㅅㅂ

'위약금 면제'는 빠져 #Shorts (MBC뉴스)  출처"
2025-05-07 14:27:02,그나마 다행스럽게도 다음주에 출국하는 지인분께 일본유심 담긴 폰 들려드리는데까진 했어요. 언니 제발 잘부탁해요..
2025-05-07 14:25:18,"나는 만원 아끼려고 고객+미래고객을 모두 날리는 오너의 결정을 평생 이해하지 못할거임...다른건 법적 분쟁 피하려고 우겨도, 유심교체 비용은 고객 이탈 방지 대비 값싼 지불비용인데 왜..."
2025-05-07 14:19:55,혹시 유심 조치 걸어서 인증이 안된거려나
2025-05-07 14:17:28,"걍 구단전체에 망신살이 낀것같음
역대최소경기 정규리그1위했다고 온동네방네자랑함 -> 유심털리고 경기도 계속 털리더니 -> 홈구장에서 2연승을 내주는 개년같은팀이됨... -> 4:0으로 창원에서 지냐 4:1로 잠실에서 지냐 를 선택해야되는 너무 불미스러운 상황이 발생함.."
2025-05-07 14:17:22,이번에 유심 교체하는김에 아예 통신사도 폰도 바꿀까 고민이다
2025-05-07 14:14:11,유심 어디있는지 못찾고 버스 탐
2025-05-07 14:12:40,"[JTBC] [단독] ""100% 무상 교체""라더니…구형폰 유심은 비용 일부 '고객부담'
조회수: 21,567
-> 구형 유심은 고객부담."
2025-05-07 14:12:29,"그러니까 지금 지들이 잘못해놓고 대처도 제대로 안 하는 놈들이 돈 욕심만큼은 못 버리겠다고 이실직고했다는 뜻이지?
...통신사 바꾸기 귀찮아서 유심만 바꿨는데, 그냥 통신사 바꿀까?
(어차피 알뜰폰이라서 아쉬울 것도 없음)"
2025-05-07 14:11:49,"[단독] ""100% 무상 교체""라더니…구형폰 유심은 비용 일부 '고객부담' | 다음 - JTBC  

#유심 #무상교체 #일부고객부담
#뉴스 #JTBC"
2025-05-07 14:10:04,"(163회차) 2025년 5월 7일 코팬조 수요 ZOOM 토론(북한군 러시아 파병의 의미)

날짜 : 2025년 5월 7일 오후 8시 (20시)

토론 주제

1. 북한군 러시아 파병의 의미

2. SKT 유심 해킹 사태의 본질"
2025-05-07 14:03:50,안녕하세요! 서치하다가 궁금한 게 생겨서 멘션 드립니다 혹시 유심 교체하시고 여행하신 국가에서 데이터는 이심 사용하셨을까요?! 저도 출국 예정인데 인터넷 이심 구매해도 사용 가능한 지 궁금해서요
2025-05-07 14:00:21,"[단독] ""100% 무상 교체""라더니…구형폰 유심은 비용 일부 '고객부담' | JTBC 뉴스"
2025-05-07 13:50:28,"[단독] ""100% 무상 교체""라더니…구형폰 유심은 비용 일부 '고객부담' | 정치 : 네이트 뉴스"
2025-05-07 13:49:37,"와 8시부터 시작했는데 이 시간....
유심사고 환전도 해야해"
2025-05-07 13:40:43,"16. 중국어를 좀 합니다
처음 배운 건 중학교 3학년 때고, 그때 이후로 거들떠도 보지 않았지만 알아들어요 그리고 대답도 해줍니다… 저번에 홍콩 여행 갔는데 중국분들이 저한테 화장실 어딨는지, 유심 왜 안되는지 자꾸 물어보심…"
2025-05-07 13:22:47,"오늘 유심고장나서 핸드폰 판매하는데 갔는데 화면도 다 탔고 (잔상남는 거 말하시는 듯) 1-2년도 아니고 너무 오래됐고 지금 나오는거랑 속도, 반응 같은거 다 비교도 안될텐데 안 바꾸냐...하셨는데 바꾸면 좋겠지만 바꾸기 힘들어요. 이걸 이해시킬 수 없다는 걸 알아서 폰고장나면 사겠다고함"
2025-05-07 13:20:48,유심 빨리 바꿔주고 피해보상금 내놔
2025-05-07 13:14:25,"님들 저 전에 하루에 스팸 문자 50개씩 오던 때 있었는데 
그거 유심보호서비스 하고 난 후에 갑자기 뚝 끊김
설마 해킹 때문에...?"
2025-05-07 13:01:20,503: 자급제 단말기 사용자라면 아무래도 유심핀이 필요할 때가 있기야 하겠지마는......
2025-05-07 12:56:22,"유심 보호 서비스니, 유심 교체니 하면서 고객들에게 불편만 떠넘기더니, 정작 위약금 면제는 ""회사 망한다""며 호소하고 있다. 사회적 혼란? 진짜 사회적 혼란은 너희가 정보보호 투자를 소홀히 해서 해킹 사고를 초래한 거야. 제발 피해자 코스프레는 그만해라."
2025-05-07 12:56:10,어 나 태블릿이랑 휴대폰 유심 두갠데 두개 다 바꿔야겠네?
