created_at,text
2025-05-08 23:55:39,유심 핵심 ‘인증키’ 암호화 안한 SKT…“이통3사 중 유일”
2025-05-08 23:52:36,"코나아이 유심으로 바꿔준다고?
그럼 바꿀 필요 없는거 아닌가?
그넘이나 해킹한 넘이나
같은 넘들 아님?"
2025-05-08 23:48:30,황당하군... 아침부터 유심 잠겨서 한시간째
2025-05-08 23:48:24,뭐야 이게 대기업에서 감당 못할 돈임? 지금 고객 신뢰 다 잃은 주제에?? 지들이 애초에 잘못을 안했으면 번호이동도 안했겠져 모자란새끼들아 잘못은 해놓고 미안하다 고개숙이고 유심 바꿔주면 끝이냐고 ㅋ꙼̈ㅋ̆̎ㅋ̐̈ㅋ̊̈ 요즘 진짜 정치인이고 기업인이고 사람을 너무 무시해
2025-05-08 23:27:52,황당한 사실 : 폰바꿀거라 유심어쩌고 가입안하고 좆까 하고 있었는데 자동으로 가입시켰다고 문자옴
2025-05-08 23:25:53,유심 바꾸러 오래요
2025-05-08 23:12:30,일본유심 사용기한 왜이리짧니 7월에 가는거 겸사겸사 미리 사놓을랬는데
2025-05-08 23:12:02,"문득 유심비 청구됐나 생각나서 확인하고옴
빠지긴 빠졌군"
2025-05-08 23:11:49,"플모닝 입니다
오늘부터 주말까지 비도 많이 오고
날씨도 춥다고 하니까 감기 조심하세요-!
(놀랍게도 아직도 폐렴 안나은 사람)

요즘 입맛이 넘 없어서(?) 
아침부터 짜파게티 끓이고 있습니다. 
총각김치랑 먹고, 유심도 바꾸고 오려고요.
벌써 지침.. (⌇ຶД⌇ຶ)

그럼 전 20000"
2025-05-08 23:09:54,"모 게시판에 공항에서 유심 교체하기 꿀팁이 올라왔는데, 3층 출국장은 길게 줄을 서있기 때문에 얼마나 오래 걸릴 지 알 수 없어서 한 시간 반 이상 기디려야 했는데, 직원이 와서 1층 입국장에도 유심 교체 해준다며 그리로 가라고 갔다는 거임."
2025-05-08 22:51:15,오늘은 즐거운 유심교체날이DA!!!!
2025-05-08 22:49:09,유심복제와 금융거래 해킹은 다른 금융권에는 보안전문가가 없나요? 뜬금없이 안면인증?
2025-05-08 22:45:28,공항 유심교체줄 존나기네
2025-05-08 22:28:46,"갤럭시는 안되네여..
유심도 털렸는데 폰이라도 바꿔야하나^^"
2025-05-08 22:25:53,그냥 유심만 옮기면 끝!
2025-05-08 21:41:27,언제 바꿔줄거야 유심 이시발놈들아아아
2025-05-08 21:30:31,김문수로 판떼기 짠 거지... 막산놈 패거리는 좌우 연합이다. 결국엔 국짐당 내부의 유심칩도 분명 있을 것 같다는 생각이 맞을 듯.
2025-05-08 21:11:09,유심갈러옴
2025-05-08 21:07:43,인천공항2터미널 현재시간 06시06분 유심교체 인원...실화냐?
2025-05-08 21:04:50,"유심 교체 완료

투폰이라"
2025-05-08 20:46:35,유심과 하루 식사를 사옴 (???)
2025-05-08 20:39:48,"[이슈칼럼] SKT 유심 해킹 사고, 예상 시나리오별 취약점 확인과 대응방법"
2025-05-08 20:18:33,"유심 교체하려옴

유심 교체가 아침 6시부터 되네"
2025-05-08 20:13:30,"유심카드 교체할 때 ""다른 SIM 사용 제한""이 걸려있는지 꼭 확인해야 한대요!!!!!"
2025-05-08 20:08:48,어제 SKT 유심 해킹 청문회에서 얘기했던 영국 Telecommunications Security Act(2021년)의 Code of Practice(2022년). 싱가포르 등 다른 나라들도 유사한게 있음.
2025-05-08 18:54:55,"- 유상임ㆍ김도현 과학기술정보통신부 장ㆍ차관은 은퇴 후 통신사 가야 해서 무조건 기업 편이고, SKT도 뒷배로 여긴다.
- 이상중 한국인터넷진흥원(KISA)장은 유심도 해킹도 모른다.
- 이진숙 방송통신위원장은 왜 여기?

- ""해킹 이전 접근 정황"" 제보 공개:
끝까지 거짓말하고 내빼면 특검 가겠다."
2025-05-08 18:10:51,유심로밍 + 약 한달치 타오기 x 여러 병원 + 짐싸기 무한전쟁이라서 아찔항ㅎㅂ니다
2025-05-08 18:00:07,오늘 SKT에서 유심 바꾸라고 안내 안 날아오면 통신사 이동할 예정
2025-05-08 17:58:36,내유심그냥 이걸로바꾸면안되?
2025-05-08 17:37:02,유심 핵심 ‘인증키’ 암호화 안한 SKT…“이통3사 중 유일” (출처 : KBS | 네이버 뉴스)
2025-05-08 17:00:37,"SKT 쓰시는 분들은 유심 꼭 바꿔야 합니다
보안 이슈도 이슈지만
지금 상황에서 SKT에게 경제보복을 할 수 있는 방법입니다"
