created_at,text
2025-06-16 22:50:09,"skt소송건거 언제쯤 끝날까
빨리 승소해서 꽁짜 돈 받고싶음"
2025-06-16 21:53:03,SKT 안써야겠다 걍 약정끝나면 옮겨야지
2025-06-16 20:55:16,집단 소송하는 변호사가 직접 말하는 SKT가 괘씸한 이유｜크랩  출처
2025-06-16 19:51:23,한달전 기사...SKT 침해사고 조사결과 2차 발표…감염 서버 23대·악성코드 25종 확인·조치
2025-06-16 17:57:50,예스24도 그렇고 SKT도 그렇고 털려서 미안하다 한줄 띡 써놓고 끝이네 알바몬처럼 10만원 뿌리는 성의를 좀 보여라
2025-06-16 16:54:15,그리고 skt는 데이터쿠폰이라도 좀 뿌리삼.. 하다못해 게임사도 오류나고 점검하면 쿠폰 겁나 뿌리는데
2025-06-16 16:53:38,skt 웨이브 공짜로 보던건 어케 되는거지
2025-06-16 16:12:40,이거 SKT 털렸을때 옆집 KT가 영업할때 본거같은데 잘하네요 베이더 ㅋㅋ
2025-06-16 15:34:08,"오님 skt 쓰시거나 다른 통신사더라도 데이터 쓰시나요?
Skt의 경우 데이터로 디엘사이트 접속을 막아둬서 와이파이를 써야만 해당 사이트에 접속이 가능합니다"
2025-06-16 15:23:29,"#SKT 해킹 사태로 '정부 주요 인사' 통화 내역 유출 가능성

해커 배후엔 #중국 이 있고 목적은 CDR, 즉 '통화 상세기록' 탈취라고 적시했습니다.
정부 주요 관계자의 통화 상대와 빈도, 동선을 파악해 행동 패턴을 완성하려는 의도로 보인다고 설명했습니다."
2025-06-16 15:08:30,skt한테 뒷돈 받았나 무슨 저딴 결론이 있지
2025-06-16 14:50:50,"관외사전투표 SKT 통신 변경
최태원 1조 3800억원  이혼소송 취하 
노소영 재판 포기할지 관심사?

해킹과 삼성, 그리고 중국 공산당의 선거 부정 문재인 정부 시절 중국 공산당 정부 명의로 서울 토지 매입"
2025-06-16 14:46:40,저 방장 skt도 쓰고 예스24도 쓰더니 본인 방도 털렸네요
2025-06-16 14:46:02,"SKT Hacking and Samsung and the Chinese Communist Party's Election Fraud Purchase of Seoul Land in the Name of the Chinese Communist Party Government during the Moon Jae-in AdministrationSKT 해킹과 삼성, 그리고 중국 공산당의 선거 부정 문재인 정부"
2025-06-16 14:41:51,"박주현 변호사 ""선관위, 관외사전투표 통신망 SKT로 변경"" < 특집 < 사회·과학 < 기사본문 - 프리진경제"
2025-06-16 14:41:22,[단독] SKT 해킹 사태로 '정부 주요 인사' 통화 내역 유출 가능성 | 다음 - JTBC
2025-06-16 14:33:59,아니면 체험판 수준으로 프로 모드? 전국민 바우처는 SKT 등이 Perplexity 1년권 사오듯 하면 많이 줄어들려나요. ㅋㅋㅋㅋ 생각보다 예산이 적게 들지도.
2025-06-16 13:51:26,그래서 SKT 개인정보 유출을 솜방망이 처벌??
2025-06-16 13:51:22,단독] SKT 해킹 사태로 '정부 주요 인사' 통화 내역 유출 가능성
2025-06-16 13:40:51,선거 앞두고 중국한테 국가기밀 털렸는데 skt 유심 해킹 사태 봐주는 이재명 정부.
2025-06-16 13:09:21,아니 근데 skt 데이터 쿠폰 뿌려줘야 하는거 아니야?? 니네 땜에 쳐털린 고객정보가 얼만데 그거 하나를 안줌 ㅅㅂ 존나 괘씸하네
2025-06-16 13:05:02,"ㅋㅋㅋㅋ이러고 배째라 장사 할 듯
ㅈㄴ 싸하네 대통령 되자마자 온갖 기이하고 이상한 일들만 올라와^^ 그치?
Skt 사건 때 사람들이 말하던 거 있잖아 이정도 규모의 유출이면 내부 소행일 가능성이 크다고
ㅈㄴ 이상하지 대다수 국민의 정보가 넘어갔는데 대통령은 쉬쉬하고 타래"
2025-06-16 12:51:28,"[단독] SKT 해킹 사태로 ＇정부 주요 인사＇ 통화 내역 유출 가능성 

중국 배후 정보전 차원 해킹 의심"
2025-06-16 12:49:42,씹 skt 씹새끼들아
2025-06-16 12:48:52,skt 벌금 말고 걍 국유화 하자 소비자도 좋고 직원들도 좋고 국가도 원래 국가꺼 돌려받는건데 뭐가 문제람
2025-06-16 12:48:40,SKT 유저들은 T벨링에서 벨소리 다운받으면 한터차트에 도움되요.
2025-06-16 12:35:55,"와 랜깡으로 나옴 ㅁㅊ!!!!!!!!!!!!!!!!!
Skt t1 제드 오예"
2025-06-16 12:22:43,"[단독] SKT 해킹 사태로 '정부 주요 인사' 통화 내역 유출 가능성 

/ JTBC 뉴스룸  출처"
2025-06-16 12:17:54,"중국 정보전이 점점 강화되더니 이렇게까지 한다고? SKT는 좀 박살을 내고 중국에는 강력하게 항의해야 함. 항의 안 들으면 서해에 설치한 불법구조물 함포로 날려버리고. 불필요한 마찰을 만들 필요는 없지만, 강단을 보여줄 필요는 있음."
2025-06-16 12:11:45,[단독] SKT 해킹 사태로 '정부 주요 인사' 통화 내역 유출 가능성
2025-06-16 11:26:31,내 위약금 10만원+기기값 130만원 내놔 SKT 씨발롬들아
2025-06-16 10:56:10,"e심이란게 있는데 그동안 유심비 꼬박꼬박 받은것인지 이번에 자원낭비/환경오염/부당이득 없앴으면 좋겠네. 

""e심부터"" 영업 재개한 SKT… 이통사 고객 쟁탈전 불 붙는다 | 다음 - 파이낸셜뉴스"
2025-06-16 10:44:58,"그리고 근자에 망한 종목이 하나 있는데 
SKT가 과점이면 땅콩항공은 독점임

추경, 추경~~~~ 
경기를 살리자 == 물가를 올리자 
요새 구호 아니겠음? 
가격결정력 있는 거 하나 사두는 거 괜찮지 않으심?"
2025-06-16 10:44:57,"나님이 얘기 한 거 같은데
휴대폰 해킹 없을 거고 
SKT 망하게 정부는 안 할 거라고"
2025-06-16 10:37:21,저거보고 skt 위약금 면제 기사찾으면 신규영업재개는 이미 이심으로 시작해서 부분재개는 시작했고 유심 100% 교체는 고객들이 예약하고도 안오고하다보니 불가할것같아서 100에 가깝게 교체하는게 목표고 것도 금주내로 전망한다고 정부도 유심교체에 애로가 없다면 유심영업재개는 못막지 정도인디
2025-06-16 09:45:50,"SKT, 오늘부터 이심 신규 영업 재개…유심은 주 후반 전망 (출처 : 국민일보 | 네이버 뉴스)"
2025-06-16 09:37:20,나는 중딩때 개그를 비뢰도와 skt로 배우고 성장문학을 룬아로 습득했으며 모험은 드라로 간접체험함 비극은 아룬드연대기로... 텟스물은 정령왕의딸...무성은 마왕...또...(그만해
2025-06-16 09:14:25,"예스24는 보상안 마련하나 본데.. SKT는 뭐 없나요..?
나만 모르고 있는 건가요?"
2025-06-16 09:04:33,솔직히 이용권만 합치는거여도 skt 요금제에 웨이브 이용권이나 우주패스도 좀 수정해줘라 아직도 웨이브만 뜸
2025-06-16 08:35:48,skt대리점이 비싼 요금제 팔아먹어서(ㅜㅜ) 통장수준 개처참 상태났엇는데 오늘 요금제 바꿔서 일단 통장 목숨은 세이브해둠
2025-06-16 08:34:34,잘못된정보 퍼오지말고 리트윗하지 마세요 SKT가 정보유출로 통신사 옮긴 고객 위약금 면제해줘야 한다는건 아직 안 정해졌습니다 과기정통부는 이달말에 민.관 합동조사 결과 보고 정한다는 방침인데 과기정통부가 언제 포기한다고 했나요 리트윗이랑 조회수 장사하지 마세요
2025-06-16 08:33:23,SKT 당하다가 올해 신조어군요
2025-06-16 08:32:58,"spc근무 첫날부터 사고 일어났고 거의 1주일에 한 번씩 사고가 발생함
애경, spc, skt는 진짜 한국이라서 기업이 안 망하는 사례임"
2025-06-16 08:22:09,"SKT 요금제혜택으로 웨이브 보는 계정은 어케되는거지..,"
