created_at,text
2025-06-15 23:45:00,"SKT 유심 교체율 80% 돌파…정부, 위약금 면제여부엔 '신중'

SK텔레콤 해킹 사고 이후 유심 교체 완료자가 802만 명에 도달함. 전체 예약 기준 교체율은 81.4%로, 이번 주 내 예약자 183만 명 전원 교체 목표. 20일까지 문자 발송 및 교체 완료 예정이며, 이후엔 예약 없이도 교체 가능하도록 시스템"
2025-06-15 23:06:07,"KISA 원장 물러나야 하고, SKT 대표이사란 놈도 책임지고 물러나야지. 윤가놈 정부는 도대체 책임지는 놈들이 하나도 없나"
2025-06-15 22:24:46,SKT와 예스24 정보보안 침해사고를 바라 보면서 (출처 : 전산실 사람들 | 네이버 카페)
2025-06-15 22:14:26,"SKT 그렇게 가는 거겠음
해킹 당할때 마다 다 죽이자고 하면
남아날 기업은 없겠고
휴대폰으로 범죄가 일어났다고 하는 뉴스를 못 봤는데 발생 했나?

여튼 뭐 만 일어나면
그 걸로 돈 벌자는 측,
그 걸 묻지마로 추앙하는 측
이건 이거고 저건 저거고
나는 돈이나 벌고"
2025-06-15 19:09:26,"이해민

<국민 감정 무시한 과기정통부의 SKT 해킹사건 조치>



예스24 문제, 한예종의 이름·생년월일·성별·학적상태·은행계좌번호 등 개인정보 22개 항목 유출 문제,  다크웹에서 유통되고 있는 NIA와 관련된 계정정보들, 한국연구재단 온라인 논문투고·심사시스템"
2025-06-15 17:08:20,"또 또 나온다 SK텔레콤 악성코드 8종 추가 발견 정부가 KT와 LGU에 2차 조사했지만 KT와 LGU는 1차 때와 같이 2차 조사에서도 이상 무
반면, SK텔레콤은 파도 파도 악성코드만 추가 발견
순이익이 조 단위에 계열사에 보안회사도 있는데... 위약금을 SKT가 고객에게 줘야 할 듯 아니면 통신 면허 회수"
2025-06-15 16:28:39,"이봐이봐 재명개새끼가 뒤 다 봐줌 그러니 최태원이 재명이한테 그렇게 살랑댔지 ㅅㅂ새끼들

[단독] 과기정통부, 'USIM 해킹 사태' 위약금 면제 없었던 일로…SKT 신규영업 정지 해제 7월로 가닥 | 경제 : 네이트 뉴스"
2025-06-15 16:22:47,생각해보니 틱톡이벤트도 있길래 일단 깔러감... 해킹당하던가말던가(skt
2025-06-15 15:19:16,통신사 서비스에 홈페이지 들어가서 내 휴대폰 위치 찾기 같은 서비스 있던데 그거 함 해보셔요.. SKT는 사라진거같더라고요
2025-06-15 15:07:48,너 skt면 찾을 방법이 있긴 한데
2025-06-15 15:07:39,"결과적으로 skt는 타사대비 남는장사 했다는 결론. 

그리고 앞으로도 보안투자는 약간 하는척만 할듯...? 

미국이었으면 수조원대 과징금 당할만한 사안이지만... 이 나라는 뭐든 편법이 승리함
적응하면 편하고, 정의로우면 짜증남

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ

펌 ㅣ SK텔레콤이 이번에"
2025-06-15 14:57:17,"[단독] 과기정통부, 'USIM 해킹 사태' 위약금 면제 없었던 일로…SKT 신규영업 정지 해제 7월로 가닥 : 네이트 뉴스"
2025-06-15 14:57:02,"[IT] SKT, 내일부터 이심 한정 신규 영업 재개 
#SKT #이심 #한정 #신규영업 #재개 #유심교체 #무상교체 #전면재개"
2025-06-15 14:18:00,"SKT, 내일 이심 한정 신규영업 재개…유심도 내주 재개 전망"
2025-06-15 13:54:41,"사실 고전파 아이디가 SKT T1 Faker 아이디고 지금 Hide On Bush 아이디는 부계정이라죠
본계정을 너무 안쓰다가 얼마전에 롤체 이슈로 다시 예토전생했었다는 사실.."
2025-06-15 13:43:25,과거 skt의 영광을 떠올리는 것도 그 중심에 늘 페이커가 있는것도 가슴이 뜨거워져요
2025-06-15 13:16:24,"SK텔레콤(이하 SKT)이 지난 12월 30일 가산 AI 데이터센터(이하 AIDC)를 오픈하고, 시범 운영을 마친 뒤 AI 클라우드 서비스인 ‘SKT GPUaaS(GPU-as-a-Service)’를 출시했다고 13일 밝혔다."
2025-06-15 13:03:46,"SKT, 내일 이심 한정 신규영업 재개…유심도 내주 재개 전망

유심 무상 교체 완료 예상되는 20일 직후 전면 재개 예상"
2025-06-15 13:01:35,제2의 SKT 해킹을 막기 위해 우리가 가야 할 길은? [이슈 픽 쌤과 함께] | KBS 250615 방송
